id,projection_density,projection_intensity,experiment_id,structure_id,volume
633909736,0.0420380917823041,730.52021061947,146858006,425,0.8758987845999999
633910077,0.0,0.0,146858006,765,0.06289983
633909804,0.00011384605841608301,319.60628519044496,146858006,502,2.3128178752
633909301,0.0611863024512386,1041.7445676301402,146858006,4,4.9012366032
633909933,0.0,0.0,146858006,621,0.39112070479999994
633910054,0.00181339476769847,409.73868131784104,146858006,731,1.5428053956
633910069,6.634102312596469e-05,148.742279039695,146858006,754,4.2156137856
633910348,9.34999614654864e-06,125.73654127335399,146858006,1033,2.7628056512
633910411,5.1615154162449604e-05,54.60128010764879,146858006,1107,1.0009343287999999
633909513,2.37669182653499e-06,48.684147635135204,146858006,217,0.3899476448
633909808,3.1944304579349e-05,141.73134343729902,146858006,507,18.1518905344
633909333,4.477013922371121e-05,48.467222066664895,146858006,38,0.2080968848
633910477,1.3695698698814499e-07,50.880429573407795,146858006,298,0.4016142704
633909360,0.0486338735430801,520.455361430113,146858006,66,0.01971711
633909422,0.007797674432792059,334.04566081465,146858006,128,5.670439936
633909815,0.0,0.0,146858006,515,0.4480780304
633909364,0.0,0.0,146858006,72,0.109731825
633910338,0.00156165122499408,724.2433114969749,146858006,1022,1.7252095616
633910294,0.0,0.0,146858006,980,0.145761525
633910402,3.34215169564792e-05,62.6985476052982,146858006,1098,1.2104146208
633909574,0.0791699992078849,840.695719985844,146858006,271,0.108254475
633910288,0.0,0.0,146858006,975,0.028067445
633910129,2.2938052220664e-07,51.8571445558515,146858006,830,0.41460836479999996
633909636,0.0037456464253243704,474.739193102313,146858006,329,6.9322773226
633910204,0.00435353103370181,398.768558279395,146858006,918,7.0318419808
633909310,6.116873736085871e-06,45.88818744889421,146858006,12,0.09569259
633909474,0.0,0.0,146858006,177,0.03306618
633910089,0.0,0.0,146858006,780,1.0657404352
633909625,0.0577042638785472,653.101737947513,146858006,321,0.02961315
633909501,0.00011559745308316299,61.4136687506658,146858006,207,0.05819436
633909956,0.00316271277908602,84.304024079001,146858006,642,0.17028774
633909660,0.0,0.0,146858006,347,0.1206135
633910012,0.0005325627153587379,422.11211634069394,146858006,689,0.072132165
633910333,0.13441891208328,1074.29467589341,146858006,1018,2.0045897746
633910313,6.29198636032524e-05,367.92050850112196,146858006,998,0.4723859504
633909447,0.00011783612130255501,546.764017519879,146858006,149,0.4900435904
633910222,1.69898744414715e-05,83.6578911560027,146858006,936,3.6765595328
633909666,2.5712647822448897e-05,306.564779817815,146858006,351,1.4781239648
633910460,2.3829497816469198e-05,305.44034216185,146858006,258,2.0748102144
633909568,0.0,0.0,146858006,263,0.10204299
633910174,0.00037878523674526003,449.594686282592,146858006,886,4.7927505836
633909727,0.0048255284451866895,408.363481154405,146858006,414,0.077256585
633910457,9.24374594475942e-05,283.333898924756,146858006,250,0.6213711952000001
633909721,0.0460378603754646,567.357555758497,146858006,409,1.3512504208000002
633909820,0.0,0.0,146858006,523,0.6124718152
633910301,0.00110652797174406,386.729982781822,146858006,985,12.5148456076
633909748,9.29917960315164e-06,54.379274102975394,146858006,437,2.0378455552
633909925,0.000114855476687024,133.11131239288602,146858006,614,0.57684564
633910185,0.000102376762951218,307.158143174759,146858006,898,0.5969177647999999
633910194,2.79933785500042e-05,360.257504359245,146858006,907,0.26251848
633909418,6.66979446266443e-05,49.1930661192926,146858006,126,0.137325195
633910200,4.70390549406091e-06,50.025355929242004,146858006,912,0.13409487
633909682,0.0,0.0,146858006,364,0.1835728552
633910208,0.00115079057172721,380.17923862665003,146858006,182305689,1.3917210006
633910245,2.8189047318721e-05,117.65316847555,146858006,957,2.3613113328
633909378,2.74203051781543e-07,55.8788606259293,146858006,91,0.9480110751999999
633910433,9.02157811722368e-06,260.355850770299,146858006,599626927,0.05295087
633910152,1.1637454128133099e-05,43.67612660835,146858006,852,2.4592519840000002
633910041,0.004382322191216479,393.92049354902804,146858006,718,0.9654306144
633909425,0.015682783718532,665.6210762514451,146858006,131,0.92641752
633910424,3.7536650176967604e-05,46.378309735879895,146858006,1126,0.039365865
633909783,0.11453298111776801,1370.2477755378,146858006,475,0.77157801
633910292,0.000105414534914822,42.962369745459995,146858006,978,0.7802326448000001
633909562,0.000158797190059212,404.575748627993,146858006,255,0.45820339039999997
633910201,0.0,0.0,146858006,914,0.012861765
633909326,0.0,0.0,146858006,576073699,0.05526612
633910167,0.08542357325827299,1353.1929534144301,146858006,874,0.04935231
633909575,7.117312858147659e-05,74.27846463232851,146858006,272,0.19975536
633910162,0.000305605289597998,277.715668894258,146858006,867,1.23663456
633909620,0.0,0.0,146858006,318,0.0191394
633910415,3.2887182707206297e-06,336.72851966507704,146858006,1113,0.122992695
633909842,0.12493861659800301,1522.5184747775102,146858006,541,3.4202656894
633909648,0.00192920384146377,370.810345663758,146858006,337,2.5932189248
633909677,0.00685323429257393,425.14558353101194,146858006,361,1.545372045
633909729,0.0482961495347913,635.571978022266,146858006,560581563,0.19364751
633910282,9.49505797384375e-05,105.680147969811,146858006,970,0.26383707
633909524,5.30495506091506e-06,312.332064803244,146858006,226,0.61737354
633910468,2.330805219061e-05,342.70267547656897,146858006,560581559,0.096651765
633910057,0.0022125014652133,525.503363963491,146858006,733,1.8132377088
633909789,6.65169506618172e-05,64.2246939595806,146858006,483,0.35283088960000003
633910060,0.000343554560746414,349.66431555385003,146858006,741,0.2373219352
633910469,0.0008838271829654609,66.0332288852417,146858006,10671,0.089908875
633909735,0.000786944038182675,336.893173988983,146858006,423,0.5247128152
633910065,1.4619216079880801e-07,765.080418369467,146858006,749,0.47255133520000003
633910368,0.000524765468386704,390.66647698368894,146858006,1057,1.9495662437999999
633909630,0.118006755832785,1148.3870525906,146858006,325,0.19943343
633910217,0.000524689521938579,406.63404096756204,146858006,930,0.5358083752
633910083,2.6921205206000303e-05,333.046955139117,146858006,773,0.3116127952
633909479,0.000148916260475244,337.185477135473,146858006,184,1.07369829
633909390,0.000272830880931437,216.72910179909698,146858006,101,1.1213373248
633909455,9.2803359531638e-05,44.7077209657546,146858006,589508451,0.113153985
633909701,0.0236195920941449,520.157813734064,146858006,385,7.7992328232000006
633909470,2.0826143344417e-05,228.862878739137,146858006,169,0.2690519048
633910189,4.83809785373811e-05,60.668700817501,146858006,903,0.22570821
633910495,0.0,0.0,146858006,549009227,0.04906566
633910397,0.000748734834818301,90.6843016685355,146858006,1093,2.5898254592
633910063,0.012506284511958999,548.200934876273,146858006,746,1.9589065062
633909912,0.000145507975415813,356.51673219488,146858006,604,0.119323575
633910467,1.356675710441e-07,61.546936807133896,146858006,266,0.6694776704
633909429,0.00014978543392571398,58.247353025118706,146858006,133,0.16278192
633909689,5.7141560455358e-06,57.5516385499059,146858006,372,0.05894847
633909518,0.00029642880962211,48.532040265469796,146858006,222,0.044088975
633910001,9.25435213392022e-06,77.43938312062879,146858006,679,0.6633213104
633910214,0.00202854854155732,1156.0101893696,146858006,928,7.4151679616
633909462,0.0,0.0,146858006,162,0.22433229
633909830,0.0321627740556139,1175.2150787219698,146858006,531,0.04827627
633909713,0.00201719632860082,93.1113114473928,146858006,398,0.9907528344
633909781,7.50325533901841e-07,76.64857196626271,146858006,470,0.2145465
633909675,0.00042117821313672596,459.06538028435205,146858006,358,0.05205123
633909373,0.000104321941324588,83.1855854971105,146858006,83,0.5642132047999999
633909708,0.0776308240655223,691.62408976124,146858006,394,0.873795195
633909941,0.000582218758945527,419.398643164377,146858006,629,0.9007909904000001
633910206,0.00202874777458732,918.788417163897,146858006,920,4.4975604127999995
633910234,7.064575375856129e-05,425.433450694302,146858006,946,0.7795932144
633909776,0.000311682198582128,1055.2012720132,146858006,463,6.9054274688
633910353,5.43734591727855e-05,64.5921062902589,146858006,1039,0.0899815224
633909473,7.91413523374008e-05,54.453071890012296,146858006,173,0.1657388152
633909894,0.000543451201113512,250.929036032294,146858006,589,1.588700344
633910436,0.0432984259259259,299.62893698556303,146858006,563807439,0.02480625
633909314,0.00793667538520699,253.565782283723,146858006,19,0.138573225
633909538,1.17238336458226e-05,206.245163010931,146858006,238,0.107129925
633909545,9.396129147382141e-05,235.09379377109798,146858006,246,0.15189804
633910347,0.000664431840967057,131.38542090066002,146858006,1031,0.4669947352
633910049,0.000299575234377563,929.568718435703,146858006,726,7.2733865008
633909611,0.000123478966784737,57.15251923195171,146858006,307,0.5879985104
633909673,0.0,0.0,146858006,356,0.01373274
633909691,0.000399972150516507,366.14795803582496,146858006,374,0.21696318
633909468,0.0,0.0,146858006,606826663,0.017823015
633909683,0.00012010363453683201,442.92488404824303,146858006,366,0.33773544
633909622,4.54540671009065e-05,476.22515622383105,146858006,319,1.6374197503999999
633909481,0.000786757821901807,260.058421113828,146858006,186,0.38005160479999994
633910476,0.0437283476585931,1027.8378200792802,146858006,294,6.2318084752
633910102,0.00351428270884613,467.943597006635,146858006,797,1.9842155648
633909740,3.33364484180212e-06,49.340021074173,146858006,429,1.8125457504
633909515,0.0392610472491863,567.747844402101,146858006,218,1.3237562464000001
633909875,0.00631729468726624,297.770458548894,146858006,574,0.76035456
633910238,1.40175235295312e-06,51.754774284906304,146858006,951,1.3759102784000001
633909355,2.13411795542417e-06,373.863251372014,146858006,59,0.1944920152
633909599,0.000719228347271335,572.8644196256511,146858006,295,2.0950609344
633909343,0.0041797126686062,567.8936910312619,146858006,48,2.6554021102000003
633909694,0.0025099668702356303,502.629156105573,146858006,378,9.9425236932
633909877,0.00125545543843674,274.322395177861,146858006,575,0.39793194
633910344,0.503760464785,4533.668547505421,146858006,1027,0.6254983335125
633909716,0.05606706611619901,723.398338559846,146858006,402,0.83594196
633909822,2.62524774722587e-05,106.41553471659701,146858006,525,0.2808309952
633909321,4.24804690133491e-05,224.927325552457,146858006,576073704,0.2362150448
633910231,4.94587004561594e-06,89.2715036940349,146858006,944,1.1613712656
633910377,0.000649979016202234,62.406893733784706,146858006,1069,0.10415979
633909927,0.0157193513040616,242.831707771048,146858006,616,0.6079493504
633909331,0.0,0.0,146858006,35,0.03586653
633909730,0.025263863317658997,570.656861993276,146858006,417,1.1219745796
633910164,0.0,0.0,146858006,872,0.16856343
633909388,7.096532693714741e-05,146.773943934795,146858006,100,0.3913566496
633910076,0.000367908397552061,57.0281539197294,146858006,763,0.00955206
633910420,0.0,0.0,146858006,1120,0.04781763
633909597,0.000780501433380301,548.888155448961,146858006,292,0.027516195
633909327,0.000101131077151698,58.0634788931433,146858006,30,0.055987155
633909408,0.00111861121433215,485.769056884527,146858006,119,1.9126500652
633910047,0.000114398231184845,132.786033456711,146858006,725,0.10895346
633910335,0.0509845037716819,598.725248180539,146858006,1029,0.2265527152
633909377,0.000133506497546109,367.135759237962,146858006,88,0.7834298752
633909504,9.881697176514779e-06,51.5250198261693,146858006,209,0.31704152480000003
633910447,5.0737495545465704e-05,592.977016426629,146858006,484682470,1.4641861696
633910413,0.0,0.0,146858006,1109,0.106578675
633909902,0.000202079351949054,145.362620678749,146858006,596,0.8157750495999999
633909954,2.08964172741398e-05,113.967366723435,146858006,639,0.8461422704000001
633910328,0.0953834978624447,1091.27628327236,146858006,1011,1.3393456552
633909495,4.4753657924248507e-07,69.50637790019479,146858006,202,2.0033969088
633910326,0.012765592015206,1128.24845505834,146858006,1009,51.720316928
633909500,0.000351152374335202,138.931699787518,146858006,206,0.12891753
633910212,0.0026204372367191,423.741996261712,146858006,926,5.533227
633909734,0.00448782521811602,255.178418982931,146858006,422,0.148747095
633909668,0.00023106840690599102,302.549075600233,146858006,353,3.3285356412000002
633910364,0.0036400028916705796,208.473105723778,146858006,1052,0.9839657856
633910209,0.00538396564789593,439.995274436016,146858006,922,0.8707456898
633909612,1.54377121477277e-05,55.4137608435013,146858006,310,0.5229311752
633910432,0.000198538636277857,116.080399472672,146858006,599626923,0.015961995
633910435,0.01720866381368,289.198154728215,146858006,563807435,0.3082611952
633910354,0.000177440143190799,111.66959603488199,146858006,1041,6.3163769088
633909450,1.8817635179777803e-05,52.2232562958804,146858006,589508455,0.093873465
633909863,1.0549524118192102e-06,99.02367684323829,146858006,564,0.45772272
633910170,0.005148221492836571,414.26406487925004,146858006,879,4.1888230356000005
633909835,0.000233480490480632,611.77192836061,146858006,536,1.4519924608
633910115,0.00205099205513838,357.67718664042803,146858006,814,0.5564538
633909527,0.00155688006546005,56.61958085751429,146858006,230,0.073441935
633909516,0.0615683224999875,638.2187117762049,146858006,312782628,1.4138504002
633909710,4.16565971994606e-05,58.157247217363796,146858006,395,2.2113489496
633910255,8.926660681992242e-05,380.073902771518,146858006,966,1.0724259952
633910491,1.2662917960685499e-05,109.02976109868999,146858006,549009215,0.35435894479999996
633910499,2.85649226555643e-05,293.508589529935,146858006,151,0.71886528
633909460,4.19274273548217e-06,209.147616369949,146858006,589508447,0.46452074479999994
633910033,0.0392633710529558,884.601677288689,146858006,706,0.064083915
633910239,0.000870419457036042,394.710255413541,146858006,952,2.0063096256
633909993,0.0163026779354042,1014.3320940074301,146858006,672,28.685694464
633910478,0.00596826946268721,639.7720387217599,146858006,302,2.3774905448
633910388,0.0019139540080635898,397.607695510152,146858006,1084,1.0106507152
633910494,0.00038419806006301,146.473974639305,146858006,549009223,0.07795557
633909604,0.0355601911386765,561.731306977594,146858006,312782546,1.5866783296
633909393,0.00044811521562772804,393.189089298259,146858006,104,4.1064266642
633909403,0.0,0.0,146858006,115,0.008001945
633909396,0.0,0.0,146858006,106,0.00796446
633909867,2.6507655623326e-05,99.444890963104,146858006,566,1.5487060736000002
633909511,0.0155409428615388,675.297799468914,146858006,215,1.4068164991999998
633909698,0.00212589501593301,802.5102560930051,146858006,381,1.7088485791999999
633910137,8.74740099092976e-05,401.682843307938,146858006,839,0.19198532219999997
633910144,6.08052512418789e-07,40.021543534338605,146858006,846,0.36931986
633909897,0.0,0.0,146858006,591,0.09170154
633909505,1.51822836383521e-05,88.466069511385,146858006,210,0.08538201
633910095,2.20335056132017e-05,131.989463886332,146858006,788,1.3137522496
633909445,0.0,0.0,146858006,147,0.015970815
633909471,0.0269014982266697,424.496953685288,146858006,170,0.7963643954
633910362,3.84463175889848e-05,106.62209835005501,146858006,1049,1.4743358336
633909491,0.0,0.0,146858006,197,0.06136956
633909642,0.00113781783918068,324.319977570699,146858006,333,0.04078809
633909334,0.00819273577740755,522.187457334427,146858006,39,3.4522958428
633910474,9.09147244788024e-06,60.532787986771005,146858006,286,0.07251804
633909358,0.000218660871016749,559.3159327633999,146858006,64,0.1776281752
633909475,0.0416971503687423,447.77562002769304,146858006,178,0.44733056479999994
633910017,0.0,0.0,146858006,693,0.6057730447999999
633910305,1.02573194738696e-05,45.1442300504807,146858006,989,0.5534946704
633909833,5.9615763367253006e-05,156.229613107111,146858006,534,0.286209
633424226,0.0,0.0,116903230,189,0.099990135
633424370,0.0019132508170153102,471.02910185194804,116903230,378,9.9425166764
633424832,0.0142061623093273,395.83236756113,116903230,1029,0.2265527152
633424165,0.000226669674554646,395.930865231728,116903230,104,4.1064266642
633424679,0.0,0.0,116903230,846,0.36931986
633424119,0.00231835402260395,502.68768825203796,116903230,27,0.07543305
633424301,7.10821870363692e-06,252.45452904394799,116903230,287,0.00855099
633424215,0.000490768394555686,394.535760085728,116903230,170,0.7963643954
633424597,0.000144618033942832,660.964438006871,116903230,726,7.2733865008
633424844,4.73673407067326e-05,246.19343148828202,116903230,1031,0.4669947352
633424230,0.0,0.0,116903230,197,0.06136956
633424155,1.31693912582899e-08,183.700003238444,116903230,88,0.7834298752
633424109,0.0,0.0,116903230,12,0.09569259
633424286,0.0,0.0,116903230,263,0.10204299
633424677,0.000155853048432841,320.180225945153,116903230,843,1.0284958095999999
633424548,1.80078508893653e-05,336.45198094759496,116903230,661,1.0108800352
633424795,3.1380942136173805e-05,297.217989815928,116903230,982,0.0680022
633424352,0.000103915432523504,432.89987126842794,116903230,353,3.3285356412000002
633424563,0.0,0.0,116903230,679,0.6633213104
633424131,0.0003013492285954,443.030701157518,116903230,44,0.9308649952
633424736,0.0012132147849399301,373.958479399812,116903230,922,0.8707456898
633424822,0.00281951814985412,532.997334700829,116903230,1009,50.89509734399999
633424305,5.53043370675234e-06,228.992000251558,116903230,292,0.027516195
633424964,0.0,0.0,116903230,286,0.07251804
633424201,0.0,0.0,116903230,589508455,0.093873465
633424459,0.000794848359493999,516.7958029895331,116903230,536,1.4519924608
633424960,0.000615987713235106,278.62657956807703,116903230,10671,0.089908875
633424854,0.00685026728796866,319.825878874329,116903230,1044,0.06741126
633424251,8.691745705492729e-05,229.22882257106602,116903230,223,0.31414194
633424838,1.46623519947428e-06,293.65723821918897,116903230,1025,5.3837524608
633424877,0.0,0.0,116903230,1077,0.16683471
633424258,0.0,0.0,116903230,231,0.04747806
633424723,0.0,0.0,116903230,907,0.26251848
633424387,0.00702004745551151,426.80540433723604,116903230,409,1.3512504208000002
633424404,0.0,0.0,116903230,437,2.0378455552
633424702,0.0007222829960152151,380.29103780213205,116903230,879,4.1888230356000005
633424138,8.67030677466716e-05,641.9457306682319,116903230,56,4.8525059072
633424851,7.624261470920429e-07,374.17477850234,116903230,1039,0.08999046
633424848,0.000352157136919748,412.975912621195,116903230,1037,1.1954606048
633424703,0.0,0.0,116903230,880,0.114366735
633424947,2.82515795463823e-05,270.911544398916,116903230,250,0.6213711952000001
633424966,0.0008907197497151241,483.672314330811,116903230,294,6.2318084752
633424351,0.000157835672577223,447.249621459982,116903230,351,1.4781239648
633424858,0.0,0.0,116903230,1048,2.892688736
633424222,9.12359033484838e-06,360.66726736595,116903230,184,1.07369829
633424445,0.0,0.0,116903230,515,0.4480780304
633424223,2.91078421698227e-05,377.466351592005,116903230,186,0.38005160479999994
633424380,0.0,0.0,116903230,395,2.245014184
633424793,0.0,0.0,116903230,980,0.145761525
633424162,0.00010863136196312901,216.077586117628,116903230,100,0.3913566496
633424557,0.00220061787767823,1070.7156872212,116903230,672,28.685694464
633424385,6.11739464555371e-05,366.727372574709,116903230,403,2.2365116256
633424234,0.0,0.0,116903230,202,2.0033969088
633424419,0.0,0.0,116903230,460,0.01045611
633424361,0.0,0.0,116903230,366,0.33773544
633424719,0.0,0.0,116903230,903,0.22570821
633424695,6.6051562720871e-07,229.493884941147,116903230,867,1.23663456
633424139,0.0,0.0,116903230,58,0.047802195
633424631,1.1750233979578301e-05,262.874943141948,116903230,780,1.0657404352
633424560,0.00113709630201376,408.36828602156896,116903230,677,2.590389851
633424673,0.0,0.0,116903230,839,0.1920488752
633424951,8.25081428463726e-06,341.10964759492003,116903230,258,2.0748102144
633424196,3.71553423818872e-05,289.58559400801005,116903230,146,2.6052669664
633424744,0.00010873871847859399,226.760627749966,116903230,931,1.0639631856
633424347,0.0,0.0,116903230,347,0.1206135
633424374,7.92409150878793e-06,349.11417504037695,116903230,382,11.236318105599999
633424474,0.0,0.0,116903230,564,0.45772272
633424903,0.0,0.0,116903230,1107,1.0265708544
633424773,8.591463219543969e-05,350.76446682595804,116903230,961,12.752412288
633424456,1.08516662875812e-05,228.376074211746,116903230,531,0.04827627
633424356,0.0,0.0,116903230,358,0.05205123
633424421,1.74482722377349e-05,409.33590387818396,116903230,463,6.9054274688
633424390,0.00253455001386307,509.04364438043,116903230,414,0.077256585
633424396,0.00248327006495582,405.75241601517195,116903230,425,0.8758987845999999
633424626,0.0,0.0,116903230,773,0.3116127952
633424497,4.67094821314072e-05,210.53052190158502,116903230,596,0.8157750495999999
633424927,0.00619936837504823,321.353838639147,116903230,563807439,0.02480625
633424153,0.0,0.0,116903230,83,0.5642132047999999
633424706,3.2872769582175106e-05,310.420733883227,116903230,886,4.7927505836
633424872,3.7563872443556395e-06,266.977432442271,116903230,1069,0.10415979
633424143,1.58335132332638e-05,263.263267955238,116903230,64,0.1776281752
633424181,0.00020631333471544299,220.765967515867,116903230,126,0.137325195
633424937,3.6281107262271105e-06,308.627371327494,116903230,484682470,1.4641861696
633424923,0.0,0.0,116903230,599626923,0.015961995
633424218,0.0,0.0,116903230,177,0.03306618
633424426,0.135308686603812,2302.20488889726,116903230,475,0.77157801
633424358,2.2216613399892702e-10,501.914933366949,116903230,362,1.5251874848
633424592,0.00430940364661522,618.780266232882,116903230,718,0.9654306144
633424916,7.393506607552049e-06,189.374986722038,116903230,1126,0.039365865
633424281,5.18594520592017e-06,281.66455019422796,116903230,255,0.45820339039999997
633424494,0.0,0.0,116903230,591,0.09170154
633424457,0.00618264689628075,417.975482435174,116903230,533,1.1562623198
633424257,1.4840553484681298e-06,178.71218070933102,116903230,230,0.073441935
633424441,4.18033098321335e-05,249.710675201138,116903230,507,16.5255954304
633424189,2.23011686749646e-06,309.352200225524,116903230,136,3.0621694656
633424666,4.63863641985426e-05,381.668782214667,116903230,830,0.41460836479999996
633424394,0.000197826099181025,317.095579430698,116903230,422,0.148747095
633424363,0.000457937274226608,435.299548056316,116903230,369,4.1558319236
633424169,0.000745814015224359,431.269811910933,116903230,111,2.6841751846
633424322,0.0,0.0,116903230,318,0.0191394
633424175,0.000513971668824571,525.866365042844,116903230,119,1.9126500652
633424515,5.6858573363927195e-05,212.72874269945703,116903230,614,0.57684564
633424247,0.0,0.0,116903230,217,0.3899476448
633424814,0.142119424640935,1435.96448429339,116903230,1002,2.2916760069
633424981,0.0,0.0,116903230,549009219,0.01533798
633424140,2.34536978776254e-05,337.63736529377104,116903230,59,0.1944920152
633424253,3.79007300480589e-06,348.132088690249,116903230,225,0.8258452944
